Destination Name,Destination Type,Rating,Review Head,Review Body,Date
Rock-Hewn Churches of Lalibela,Landmarks,5,Stunning,"My daughter and i visited the underground and cave churches of Lalibela. We were mesmerised, almost like going back to ancient times. Lalibela’s altitude is more than 2000m above sea level so be prepared to acclimatise if you have problems with high altitudes. We had...",April 2018
Rock-Hewn Churches of Lalibela,Landmarks,5,Fantastic,This is obviously a must see attraction and it really does live I up to expectations. I would recommend splitting the churches into two groups offer two days,June 2018
Rock-Hewn Churches of Lalibela,Landmarks,5,ve amazed,"astounding rock-hew churches which will assault your imagination, still in use a millennium later, not for the faint of heart, rugged climbing and walking through fascinating crags, tunnels, and narrow slits of granite but well-worth the while",June 2018
Rock-Hewn Churches of Lalibela,Landmarks,5,So interesting ,My first time seeing temples or churches that are carved into rock vs. Built up from the ground. Such an Intersting architecture.,May 2018
Rock-Hewn Churches of Lalibela,Landmarks,5,Marvellous religious site,"Absolutely magnificent archeological site.
A must visit for a couple of days. Every single church is outstanding",March 2018
Rock-Hewn Churches of Lalibela,Landmarks,5,Worth the trip - Unique in the world,"My wife and I flew in from Abu Dhabi, through Addis Ababa. After reading other reviews, we were lucky that one of the most popular guides was available on these days (2-3 days are enough). Ayalew Setegn picked us from the airport, showed us the...",June 2018
Rock-Hewn Churches of Lalibela,Landmarks,4,Worth the trip,"Since we had been to Ellora and Ajanta in India, we were very keen to see teh rock-hewn churches of Lalibela. While not as large or impressive as Kailasanatha, these were impressive in their own right, especially since they are still in use with traditions...",May 2018
Rock-Hewn Churches of Lalibela,Landmarks,5,Amazing. ,Beyond incredible. An unforgettable place of living history and religious devotion.  Go early in the morning by 6 am to see the pilgrims crowding the church of St. George. And don’t miss the mummy to the left of the entrance!,May 2018
Rock-Hewn Churches of Lalibela,Landmarks,3,Not as amazed as i thought i would be,The chuches are nice but the metalic structure and dirty constructions around them ruin them. You arrive and see these ancient monoliths and a big metalic tructure in each corner which could have been designed in a better way to camouflage with the actual structure...,June 2018
Rock-Hewn Churches of Lalibela,Landmarks,5,Churches pack an emotional wallop,"I thought the term “living rock” was ridiculous – I couldn't understand how a rock could be alive – until I saw the 13 “living rock” churches in Lalibela.  Back in the 12th century, these churches were excavated out of solid rock, so everything is...",April 2018
Rock-Hewn Churches of Lalibela,Landmarks,5,Amazing local monuments,"All churches can be completed in a weekend, easily.  Tickets are USD $50/person, and its a good idea to bring cash with you.  Exchange rates are offered, but local ATMs are frequently out of order.  Guides can be hired from about ETB 500/day (~$20), depending...",May 2018
Rock-Hewn Churches of Lalibela,Landmarks,5,Fascinating World Heritage Site,The wonders of the eleven churches with its famous St. George church are absolutely worth visiting! We spent there more than five hours with our guide. I think it is one of the places to see in Africa,May 2018
Rock-Hewn Churches of Lalibela,Landmarks,5,Hollywood Eat Your Hat,The collective number of churches are very very special.  A must in Ethiopia.  Its very humbling and they are not monuments but living breathing churches.  Try and be there on a Sunday or a Saint;s Day.  Very moving.,April 2018
Rock-Hewn Churches of Lalibela,Landmarks,5,Extraordinary churches,We've just spent 2 days visiting the churches. A fascinating labyrinth of passages and tunnels link the churches and without signage it would have been really difficult to navigate on our own. Our guide was Alex   +251 922627352. He was extremely knowledgeable and chilled. He...,May 2018
Rock-Hewn Churches of Lalibela,Landmarks,5,Amazing Churches,"We had a great day exploring all the churches of Lalibela. Our guide was Alex who we found through tripadvisor. He can be contacted on +251 92 262 7352
He spoke English well and knew so much history and information about the churches and Lalibela....",April 2018
Rock-Hewn Churches of Lalibela,Landmarks,4,Amazing cultural heritage - must see,"The enormity of the accomplishment is staggering. Wonderful experience. Big disadvantage is that the entrance fee for non-Ethiopians is $50, good for 5 days. So you might want to extend your visit, because for only one day it's a costly activity. Official guides cost $30...",May 2018
Rock-Hewn Churches of Lalibela,Landmarks,5,Angela,"Fantastic to see such an amazing structure.  It’s expensive to get in, but if you hire a guide, it is a full day excursion.  This is one of the true wonders of the world.",April 2018
Rock-Hewn Churches of Lalibela,Landmarks,5,A must see,"Well obviously if you're going to tour Ethiopia, you need to see these. A huge sense of history in what are relatively unique buildings hewn into the rock. And they are all active churches so you are walking amongst the devout who are there praying....",April 2018
Rock-Hewn Churches of Lalibela,Landmarks,5,Better than Omo valley,"What a place!! It absolutely blew me away! I knew that it was a real place of worship and therefore not a musem, being more of a genuinely exciting place to be in. 
We spent 2 days there starting in the afternoon with the 1st...",March 2018
Rock-Hewn Churches of Lalibela,Landmarks,5,Don't rush it . This site is unique.,Don't rush your way through the rock hewn churches at Lalibela. Although there are 16 churches choose the most evocative 4 or 5 and take your time . Casting your eye over the structures is just part of the experience . Watching pilgrims and worshippers...,April 2018
Rock-Hewn Churches of Lalibela,Landmarks,5,Group visit with wild frontiers,"Excellent. Mind blowing awe inspiring 
The churches are many and varied. Accessible and help is available if you are not sure footed.  Very much should be visited. On par with the pyramids in terms of world heritage sights",April 2018
Rock-Hewn Churches of Lalibela,Landmarks,5,unique !!!!,"it s true it s so expensive but it s worth it
at least you have 2 days in order to visit the 11 churches spitted on 3 different zones, me i was more chocked 
by the UNESCO roofs, ugly and completely useless because damaged...",April 2018
Rock-Hewn Churches of Lalibela,Landmarks,4,Excellent Tour Guide,We spent a fabulous few days in Lalibela visiting the three main sites of the rock-hewn churches.  We bought our tickets at the main visitor centre and then found a local official guide.  We were delighted with Alex who provided just the right amount of...,April 2018
Rock-Hewn Churches of Lalibela,Landmarks,5,Incredible,The churches of Lalibela are fascinating opportunities to view Ethiopian and Christian church history.,April 2018
Rock-Hewn Churches of Lalibela,Landmarks,5,Beautiful ,We had a great tour guide and loved the churches tour. It’s amazing and beautiful well worth the time and money.,April 2018
Rock-Hewn Churches of Lalibela,Landmarks,5,The main reason to visit Lalibela,There are 11 churches carved from single piece of rock in the 12th and 13th centuries.  These are not museums but active churches.  Visit on a Sunday for the full effect of services that have been held continuously and in the same manner for the...,March 2018
Rock-Hewn Churches of Lalibela,Landmarks,5,Churches of Lalibela,We had a wonderful tour with Alye Geta (Alex) over 2 days.  You can contact him here: geta.aleygeta2013@gmail.com or +251 922 627 352.  We were lucky enough to arrive in Lalibela over the Easter weekend.  We arranged a guide through our hotel but they were...,April 2018
Rock-Hewn Churches of Lalibela,Landmarks,5,Rock hewn tour,My trip was specifically to see this historical churches that were hand carved into the side of huge rocks. The churches were amazing. Every EthuopianChristia n Otthodox must have a replica of the Ark of the Covenant inside. The paintings all told the same biblical...,December 2017
Rock-Hewn Churches of Lalibela,Landmarks,4,"Amazing Churches, a little expensive","The churches are beautiful! The history of them is really interesting. You do need a tour guide to fully appreciate them. I would recommend the morning tour as it can get very hot. 

If you are there on a Saturday I would recommend the market...",March 2018
